name,ingredients,type,meal,instructions
Ginger Carrot Sprouts Curry,"ginger, carrot, sprouts, broccoli, mustard seeds, oats, capsicum",healthy,dinner,"To prepare Recipe 322, start by gathering the ingredients: ginger, carrot, sprouts, broccoli, mustard seeds, oats, capsicum. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Green peas Capsicum Curry,"spinach, green peas, capsicum, coriander, turmeric",vegetarian,dinner,"To prepare Recipe 323, start by gathering the ingredients: spinach, green peas, capsicum, coriander, turmeric. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Tomato Rice Broccoli Curry,"tomato, rice, broccoli, chili, mint, lemon, cumin, sprouts",healthy,dinner,"To prepare Recipe 324, start by gathering the ingredients: tomato, rice, broccoli, chili, mint, lemon, cumin, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Ginger Tomato Curry,"mustard seeds, ginger, tomato, coriander, sprouts, oats, yogurt",healthy,lunch,"To prepare Recipe 325, start by gathering the ingredients: mustard seeds, ginger, tomato, coriander, sprouts, oats, yogurt. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Potato Paneer Curry,"lemon, potato, paneer, rice, chili, fenugreek",vegetarian,breakfast,"To prepare Recipe 326, start by gathering the ingredients: lemon, potato, paneer, rice, chili, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Potato Onion Curry,"fenugreek, potato, onion, paneer, cauliflower, yogurt, rice, black pepper",vegetarian,breakfast,"To prepare Recipe 327, start by gathering the ingredients: fenugreek, potato, onion, paneer, cauliflower, yogurt, rice, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Capsicum Oats Coriander Curry,"capsicum, oats, coriander, beans, black pepper, quinoa",healthy,breakfast,"To prepare Recipe 328, start by gathering the ingredients: capsicum, oats, coriander, beans, black pepper, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Beans Onion Curry,"ginger, beans, onion, garlic, zucchini, cumin, fenugreek",healthy,breakfast,"To prepare Recipe 329, start by gathering the ingredients: ginger, beans, onion, garlic, zucchini, cumin, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Onion Rice Curry,"moong dal, onion, rice, carrot, spinach, quinoa",vegetarian,dinner,"To prepare Recipe 330, start by gathering the ingredients: moong dal, onion, rice, carrot, spinach, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Tomato Fenugreek Curry,"mint, tomato, fenugreek, sprouts, quinoa",vegan,lunch,"To prepare Recipe 331, start by gathering the ingredients: mint, tomato, fenugreek, sprouts, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Fenugreek Capsicum Curry,"mint, fenugreek, capsicum, turmeric, green peas, beans, tomato",healthy,dinner,"To prepare Recipe 332, start by gathering the ingredients: mint, fenugreek, capsicum, turmeric, green peas, beans, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Yogurt Fenugreek Curry,"green peas, yogurt, fenugreek, oats, carrot",healthy,dinner,"To prepare Recipe 333, start by gathering the ingredients: green peas, yogurt, fenugreek, oats, carrot. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Mustard seeds Garlic Curry,"coconut, mustard seeds, garlic, rice, quinoa, yogurt, tomato, oats",vegan,dinner,"To prepare Recipe 334, start by gathering the ingredients: coconut, mustard seeds, garlic, rice, quinoa, yogurt, tomato, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"zucchini, quinoa, tomato, coconut, black pepper, ginger, mustard seeds",vegan,dinner,"To prepare Recipe 335, start by gathering the ingredients: zucchini, quinoa, tomato, coconut, black pepper, ginger, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, green peas, zucchini, tomato, turmeric, oats, yogurt",vegan,breakfast,"To prepare Recipe 336, start by gathering the ingredients: quinoa, green peas, zucchini, tomato, turmeric, oats, yogurt. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Sprouts Paneer Curry,"onion, sprouts, paneer, zucchini, quinoa",vegetarian,lunch,"To prepare Recipe 337, start by gathering the ingredients: onion, sprouts, paneer, zucchini, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"spinach, quinoa, chili, potato, sprouts",vegan,lunch,"To prepare Recipe 338, start by gathering the ingredients: spinach, quinoa, chili, potato, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Oats Coriander Green peas Curry,"oats, coriander, green peas, lemon, onion, mustard seeds",vegetarian,lunch,"To prepare Recipe 339, start by gathering the ingredients: oats, coriander, green peas, lemon, onion, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Potato Fenugreek Curry,"zucchini, potato, fenugreek, coriander, yogurt, paneer, lemon",healthy,dinner,"To prepare Recipe 340, start by gathering the ingredients: zucchini, potato, fenugreek, coriander, yogurt, paneer, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Lemon Zucchini Curry,"coconut, lemon, zucchini, oats, sprouts, paneer",vegan,lunch,"To prepare Recipe 341, start by gathering the ingredients: coconut, lemon, zucchini, oats, sprouts, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mustard seeds Tomato Green peas Curry,"mustard seeds, tomato, green peas, sprouts, chili, moong dal, black pepper",vegetarian,lunch,"To prepare Recipe 342, start by gathering the ingredients: mustard seeds, tomato, green peas, sprouts, chili, moong dal, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"cumin, quinoa, turmeric, lemon, beans, moong dal",vegan,lunch,"To prepare Recipe 343, start by gathering the ingredients: cumin, quinoa, turmeric, lemon, beans, moong dal. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Turmeric Coriander Curry,"moong dal, turmeric, coriander, lemon, potato, tomato",vegetarian,breakfast,"To prepare Recipe 344, start by gathering the ingredients: moong dal, turmeric, coriander, lemon, potato, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Onion Potato Curry,"mint, onion, potato, capsicum, paneer",vegetarian,dinner,"To prepare Recipe 345, start by gathering the ingredients: mint, onion, potato, capsicum, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"beans, tomato, quinoa, carrot, coconut, broccoli, spinach",vegan,dinner,"To prepare Recipe 346, start by gathering the ingredients: beans, tomato, quinoa, carrot, coconut, broccoli, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Paneer Lemon Curry,"beans, paneer, lemon, carrot, spinach, cumin",vegan,lunch,"To prepare Recipe 347, start by gathering the ingredients: beans, paneer, lemon, carrot, spinach, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Broccoli Sprouts Curry,"beans, broccoli, sprouts, lemon, cauliflower, fenugreek",healthy,dinner,"To prepare Recipe 348, start by gathering the ingredients: beans, broccoli, sprouts, lemon, cauliflower, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Moong dal Rice Potato Curry,"moong dal, rice, potato, cumin, green peas, ginger",vegan,dinner,"To prepare Recipe 349, start by gathering the ingredients: moong dal, rice, potato, cumin, green peas, ginger. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Coconut Chili Curry,"green peas, coconut, chili, cauliflower, coriander, cumin, black pepper, lemon",vegetarian,dinner,"To prepare Recipe 350, start by gathering the ingredients: green peas, coconut, chili, cauliflower, coriander, cumin, black pepper, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, coconut, sprouts, lemon, moong dal, coriander",healthy,breakfast,"To prepare Recipe 351, start by gathering the ingredients: quinoa, coconut, sprouts, lemon, moong dal, coriander. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"coconut, yogurt, quinoa, coriander, capsicum, black pepper, green peas",healthy,breakfast,"To prepare Recipe 352, start by gathering the ingredients: coconut, yogurt, quinoa, coriander, capsicum, black pepper, green peas. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Mint Moong dal Curry,"yogurt, mint, moong dal, potato, tomato, capsicum, mustard seeds, fenugreek",healthy,breakfast,"To prepare Recipe 353, start by gathering the ingredients: yogurt, mint, moong dal, potato, tomato, capsicum, mustard seeds, fenugreek. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Turmeric Coconut Curry,"ginger, turmeric, coconut, beans, mint",vegetarian,breakfast,"To prepare Recipe 354, start by gathering the ingredients: ginger, turmeric, coconut, beans, mint. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Tomato Ginger Curry,"green peas, tomato, ginger, spinach, quinoa",vegetarian,lunch,"To prepare Recipe 355, start by gathering the ingredients: green peas, tomato, ginger, spinach, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
